type#  season, 		name#  Weeds S5,		season#   5,		series#  Weeds,				link#   series=weeds&season=5,			image#  tv_shows_posters/weeds/s5.jpg
type#  season, 		name#  Weeds S6,		season#   6,		series#  Weeds,				link#   series=weeds&season=6,			image#  tv_shows_posters/weeds/s6.jpg
type#  season, 		name#  Weeds S7,		season#   7,		series#  Weeds,				link#   series=weeds&season=7,			image#  tv_shows_posters/weeds/s7.jpg
type#  season, 		name#  Weeds S8,		season#   8,		series#  Weeds,				link#   series=weeds&season=8,			image#  tv_shows_posters/weeds/s8.jpg
type#  season, 		name#  Mad Men S1,		season#   1,		series#  Mad Men,			link#   series=mad men&season=1,		image#  tv_shows_posters/mad men/s1.jpg
type#  season, 		name#  Mad Men S2,		season#   2,		series#  Mad Men,			link#   series=mad men&season=2,		image#  tv_shows_posters/mad men/s2.jpg
type#  season, 		name#  Mad Men S3,		season#   3,		series#  Mad Men,			link#   series=mad men&season=3,		image#  tv_shows_posters/mad men/s3.jpg
type#  season, 		name#  Mad Men S4,		season#   4,		series#  Mad Men,			link#   series=mad men&season=4,		image#  tv_shows_posters/mad men/s4.jpg
type#  season, 		name#  Mad Men S5,		season#   5,		series#  Mad Men,			link#   series=mad men&season=5,		image#  tv_shows_posters/mad men/s5.jpg
type#  season, 		name#  Mad Men S6,		season#   6,		series#  Mad Men,			link#   series=mad men&season=6,		image#  tv_shows_posters/mad men/s6.jpg
type#  season, 		name#  Mad Men S7,		season#   7,		series#  Mad Men,			link#   series=mad men&season=7,		image#  tv_shows_posters/mad men/s7.jpg
type#  season, 		name#  The Good Wife S1,	season#   1,		series#  The Good Wife,			link#   series=the good wife&season=1,		image#  tv_shows_posters/the good wife/s1.jpg
type#  season, 		name#  The Good Wife S2,	season#   2,		series#  The Good Wife,			link#   series=the good wife&season=2,		image#  tv_shows_posters/the good wife/s2.jpg
type#  season, 		name#  The Good Wife S3,	season#   3,		series#  The Good Wife,			link#   series=the good wife&season=3,		image#  tv_shows_posters/the good wife/s3.jpg
type#  season, 		name#  The Good Wife S4,	season#   4,		series#  The Good Wife,			link#   series=the good wife&season=4,		image#  tv_shows_posters/the good wife/s4.jpg
type#  season, 		name#  The Good Wife S5,	season#   5,		series#  The Good Wife,			link#   series=the good wife&season=5,		image#  tv_shows_posters/the good wife/s5.jpg
type#  season, 		name#  Boardwalk Empire S1,	season#   1,		series#  Boardwalk Empire,		link#   series=boardwalk empire&season=1,	image#  tv_shows_posters/boardwalk empire/s1.jpg
type#  season, 		name#  Boardwalk Empire S2,	season#   2,		series#  Boardwalk Empire,		link#   series=boardwalk empire&season=2,	image#  tv_shows_posters/boardwalk empire/s2.jpg
type#  season, 		name#  Boardwalk Empire S3,	season#   3,		series#  Boardwalk Empire,		link#   series=boardwalk empire&season=3,	image#  tv_shows_posters/boardwalk empire/s3.jpg
type#  season, 		name#  Boardwalk Empire S4,	season#   4,		series#  Boardwalk Empire,		link#   series=boardwalk empire&season=4,	image#  tv_shows_posters/boardwalk empire/s4.jpg
type#  season, 		name#  Boardwalk Empire S5,	season#   5,		series#  Boardwalk Empire,		link#   series=boardwalk empire&season=5,	image#  tv_shows_posters/boardwalk empire/s5.jpg
type#  season, 		name#  The Wire S1,		season#   1,		series#  The Wire,			link#   series=the wire&season=1,		image#  tv_shows_posters/the wire/s1.jpg
type#  season, 		name#  The Wire S2,		season#   2,		series#  The Wire,			link#   series=the wire&season=2,		image#  tv_shows_posters/the wire/s2.jpg
type#  season, 		name#  The Wire S3,		season#   3,		series#  The Wire,			link#   series=the wire&season=3,		image#  tv_shows_posters/the wire/s3.jpg
type#  season, 		name#  The Wire S4,		season#   4,		series#  The Wire,			link#   series=the wire&season=4,		image#  tv_shows_posters/the wire/s4.jpg
type#  season, 		name#  The Wire S5,		season#   5,		series#  The Wire,			link#   series=the wire&season=5,		image#  tv_shows_posters/the wire/s5.jpg
type#  season, 		name#  Jane The Virgin S1,	season#   1,		series#  Jane The Virgin,		link#   series=jane the virgin&season=1,	image#  tv_shows_posters/jane the virgin/s1.jpg
type#  season, 		name#  Jane The Virgin S2,	season#   2,		series#  Jane The Virgin,		link#   series=jane the virgin&season=2,	image#  tv_shows_posters/jane the virgin/s2.jpg
type#  season, 		name#  Last Man On Earth S1,	season#   1,		series#  Last Man On Earth,		link#   series=last man on earth&season=1,	image#  tv_shows_posters/last man on earth/s1.jpg
type#  season, 		name#  Last Man On Earth S2,	season#   2,		series#  Last Man On Earth,		link#   series=last man on earth&season=2,	image#  tv_shows_posters/last man on earth/s2.jpg
type#  season, 		name#  Homeland S1,	season#   1,		series#  Homeland,		link#   series=homeland&season=1,		image#  tv_shows_posters/homeland/s1.jpg
type#  season, 		name#  Homeland S2,	season#   2,		series#  Homeland,		link#   series=homeland&season=2,		image#  tv_shows_posters/homeland/s2.jpg
